Project Name,Sample ID,Latitude,Longitude,latlong,Depth,Datetime,Start Date,End Date,Biome,Environmental Feature,Environmental Material,Oxygen,Temperature,Nitrate
HOT ALOHA time/depth series,SAMN05991695,22.7288,-157.953,"(22.7288,-157.953),(22.75,-158),(22.7288,-157.953)","125.171,125,125","Tue May 10 2011 15:43:57 GMT-0700 (MST),Tue May 10 2011 15:43:57 GMT-0700 (MST)","Tue May 10 2011 14:57:00 GMT-0700 (MST),Tue May 10 2011 14:57:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,210.9,21.0942,0.95
HOT ALOHA time/depth series,SAMN05991696,22.7288,-157.953,"(22.7288,-157.953),(22.75,-158),(22.7288,-157.953)","200.634,200,200","Tue May 10 2011 15:39:42 GMT-0700 (MST),Tue May 10 2011 15:39:42 GMT-0700 (MST)","Tue May 10 2011 14:57:00 GMT-0700 (MST),Tue May 10 2011 14:57:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,203.1,17.4866,3.568
HOT ALOHA time/depth series,SAMN05991697,22.6908,-157.989,"(22.6908,-157.989),(22.75,-158),(22.6908,-157.989)","500.228,500,500","Tue May 10 2011 09:46:52 GMT-0700 (MST),Tue May 10 2011 09:46:52 GMT-0700 (MST)","Tue May 10 2011 09:07:00 GMT-0700 (MST),Tue May 10 2011 09:07:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,91.1,7.0176,31.54
HOT ALOHA time/depth series,SAMN05991698,22.6908,-157.989,"(22.6908,-157.989),(22.75,-158),(22.6908,-157.989)","769.69,770,770","Tue May 10 2011 09:39:58 GMT-0700 (MST),Tue May 10 2011 09:39:58 GMT-0700 (MST)","Tue May 10 2011 09:07:00 GMT-0700 (MST),Tue May 10 2011 09:07:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,27.1,5.0702,40.856
HOT ALOHA time/depth series,SAMN05991699,22.6908,-157.989,"(22.6908,-157.989),(22.75,-158),(22.6908,-157.989)","999.25,1000,1000","Tue May 10 2011 09:34:08 GMT-0700 (MST),Tue May 10 2011 09:34:08 GMT-0700 (MST)","Tue May 10 2011 09:07:00 GMT-0700 (MST),Tue May 10 2011 09:07:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,41.2,4.1331,42.604
HOT ALOHA time/depth series,SAMN05991700,22.716,-158.001,"(22.716,-158.001),(22.75,-158),(22.716,-158.001)","25.8352,25,25","Tue Jul 19 2011 09:53:03 GMT-0700 (MST),Tue Jul 19 2011 09:53:03 GMT-0700 (MST)","Tue Jul 19 2011 09:09:00 GMT-0700 (MST),Tue Jul 19 2011 09:09:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,207.9,25.3523,2.243
HOT ALOHA time/depth series,SAMN05991701,22.716,-158.001,"(22.716,-158.001),(22.75,-158),(22.716,-158.001)","75.5091,75,75","Tue Jul 19 2011 09:46:30 GMT-0700 (MST),Tue Jul 19 2011 09:46:30 GMT-0700 (MST)","Tue Jul 19 2011 09:09:00 GMT-0700 (MST),Tue Jul 19 2011 09:09:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,212.2,24.8686,2.37
HOT ALOHA time/depth series,SAMN05991702,22.727,-158.003,"(22.727,-158.003),(22.75,-158),(22.727,-158.003)","125.171,125,125","Wed Jul 20 2011 16:35:15 GMT-0700 (MST),Wed Jul 20 2011 16:35:15 GMT-0700 (MST)","Wed Jul 20 2011 15:42:00 GMT-0700 (MST),Wed Jul 20 2011 15:42:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,210.3,23.2725,2.781
HOT ALOHA time/depth series,SAMN05991703,22.727,-158.003,"(22.727,-158.003),(22.75,-158),(22.727,-158.003)","200.634,200,200","Wed Jul 20 2011 16:27:41 GMT-0700 (MST),Wed Jul 20 2011 16:27:41 GMT-0700 (MST)","Wed Jul 20 2011 15:42:00 GMT-0700 (MST),Wed Jul 20 2011 15:42:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,194.2,19.7179,3.863
HOT ALOHA time/depth series,SAMN05991704,22.7252,-158.02,"(22.7252,-158.02),(22.75,-158),(22.7252,-158.02)","500.227,500,500","Wed Jul 20 2011 21:28:52 GMT-0700 (MST),Wed Jul 20 2011 21:28:52 GMT-0700 (MST)","Wed Jul 20 2011 20:46:00 GMT-0700 (MST),Wed Jul 20 2011 20:46:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,65.7,7.077,33.367
HOT ALOHA time/depth series,SAMN05991705,22.7252,-158.02,"(22.7252,-158.02),(22.75,-158),(22.7252,-158.02)","769.688,770,770","Wed Jul 20 2011 21:22:25 GMT-0700 (MST),Wed Jul 20 2011 21:22:25 GMT-0700 (MST)","Wed Jul 20 2011 20:46:00 GMT-0700 (MST),Wed Jul 20 2011 20:46:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,30.8,4.9347,42.072
HOT ALOHA time/depth series,SAMN05991706,22.727,-158.003,"(22.727,-158.003),(22.75,-158),(22.727,-158.003)","999.247,1000,1000","Wed Jul 20 2011 16:08:38 GMT-0700 (MST),Wed Jul 20 2011 16:08:38 GMT-0700 (MST)","Wed Jul 20 2011 15:42:00 GMT-0700 (MST),Wed Jul 20 2011 15:42:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,45,4.1081,42.359
HOT ALOHA time/depth series,SAMN05991707,22.6678,-158,"(22.6678,-158),(22.75,-158),(22.6678,-158)","25.8353,25,25","Tue Aug 30 2011 16:24:16 GMT-0700 (MST),Tue Aug 30 2011 16:24:16 GMT-0700 (MST)","Tue Aug 30 2011 15:51:00 GMT-0700 (MST),Tue Aug 30 2011 15:51:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,208.4,25.815,2.261
HOT ALOHA time/depth series,SAMN05991708,22.6678,-158,"(22.6678,-158),(22.75,-158),(22.6678,-158)","75.5093,75,75","Tue Aug 30 2011 16:17:40 GMT-0700 (MST),Tue Aug 30 2011 16:17:40 GMT-0700 (MST)","Tue Aug 30 2011 15:51:00 GMT-0700 (MST),Tue Aug 30 2011 15:51:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,222.4,24.1306,1.528
HOT ALOHA time/depth series,SAMN05991709,22.7408,-157.982,"(22.7408,-157.982),(22.75,-158),(22.7408,-157.982)","125.171,125,125","Tue Aug 30 2011 22:22:22 GMT-0700 (MST),Tue Aug 30 2011 22:22:22 GMT-0700 (MST)","Tue Aug 30 2011 21:11:00 GMT-0700 (MST),Tue Aug 30 2011 21:11:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,201.3,20.9527,2.596
HOT ALOHA time/depth series,SAMN05991710,22.7408,-157.982,"(22.7408,-157.982),(22.75,-158),(22.7408,-157.982)","200.634,200,200","Tue Aug 30 2011 22:19:03 GMT-0700 (MST),Tue Aug 30 2011 22:19:03 GMT-0700 (MST)","Tue Aug 30 2011 21:11:00 GMT-0700 (MST),Tue Aug 30 2011 21:11:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,199.3,16.9606,5.777
HOT ALOHA time/depth series,SAMN05991711,22.6712,-157.99,"(22.6712,-157.99),(22.75,-158),(22.6712,-157.99)","500.229,500,500","Wed Aug 31 2011 18:54:48 GMT-0700 (MST),Wed Aug 31 2011 18:54:48 GMT-0700 (MST)","Wed Aug 31 2011 18:08:00 GMT-0700 (MST),Wed Aug 31 2011 18:08:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,114.7,7.3028,29.98
HOT ALOHA time/depth series,SAMN05991712,22.6712,-157.99,"(22.6712,-157.99),(22.75,-158),(22.6712,-157.99)","769.691,770,770","Wed Aug 31 2011 18:47:08 GMT-0700 (MST),Wed Aug 31 2011 18:47:08 GMT-0700 (MST)","Wed Aug 31 2011 18:08:00 GMT-0700 (MST),Wed Aug 31 2011 18:08:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,30,4.7766,41.819
HOT ALOHA time/depth series,SAMN05991713,22.7408,-157.982,"(22.7408,-157.982),(22.75,-158),(22.7408,-157.982)","999.246,1000,1000","Tue Aug 30 2011 21:49:19 GMT-0700 (MST),Tue Aug 30 2011 21:49:19 GMT-0700 (MST)","Tue Aug 30 2011 21:11:00 GMT-0700 (MST),Tue Aug 30 2011 21:11:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,47.8,3.9106,42.978
HOT ALOHA time/depth series,SAMN05991714,22.735,-158.002,"(22.735,-158.002),(22.75,-158),(22.735,-158.002)","25.8352,25,25","Fri Nov 04 2011 11:04:10 GMT-0700 (MST),Fri Nov 04 2011 11:04:10 GMT-0700 (MST)","Fri Nov 04 2011 10:32:00 GMT-0700 (MST),Fri Nov 04 2011 10:32:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,207,25.8083,1.649
HOT ALOHA time/depth series,SAMN05991715,22.735,-158.002,"(22.735,-158.002),(22.75,-158),(22.735,-158.002)","75.509,75,75","Fri Nov 04 2011 10:59:00 GMT-0700 (MST),Fri Nov 04 2011 10:59:00 GMT-0700 (MST)","Fri Nov 04 2011 10:32:00 GMT-0700 (MST),Fri Nov 04 2011 10:32:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,215.7,24.5753,1.577
HOT ALOHA time/depth series,SAMN05991716,22.7565,-157.995,"(22.7565,-157.995),(22.75,-158),(22.7565,-157.995)","125.171,125,125","Sat Nov 05 2011 21:41:55 GMT-0700 (MST),Sat Nov 05 2011 21:41:55 GMT-0700 (MST)","Sat Nov 05 2011 20:54:00 GMT-0700 (MST),Sat Nov 05 2011 20:54:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,199.7,21.4223,3.195
HOT ALOHA time/depth series,SAMN05991717,22.7565,-157.995,"(22.7565,-157.995),(22.75,-158),(22.7565,-157.995)","200.633,200,200","Sat Nov 05 2011 21:38:20 GMT-0700 (MST),Sat Nov 05 2011 21:38:20 GMT-0700 (MST)","Sat Nov 05 2011 20:54:00 GMT-0700 (MST),Sat Nov 05 2011 20:54:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,202,17.172,4.309
HOT ALOHA time/depth series,SAMN05991718,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","500.226,500,500","Sat Nov 05 2011 15:47:52 GMT-0700 (MST),Sat Nov 05 2011 15:47:52 GMT-0700 (MST)","Sat Nov 05 2011 15:00:00 GMT-0700 (MST),Sat Nov 05 2011 15:00:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,115.6,7.3454,29.385
HOT ALOHA time/depth series,SAMN05991719,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","769.687,770,770","Sat Nov 05 2011 15:37:03 GMT-0700 (MST),Sat Nov 05 2011 15:37:03 GMT-0700 (MST)","Sat Nov 05 2011 15:00:00 GMT-0700 (MST),Sat Nov 05 2011 15:00:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,26,4.5505,41.901
HOT ALOHA time/depth series,SAMN05991720,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","999.246,1000,1000","Sat Nov 05 2011 15:30:15 GMT-0700 (MST),Sat Nov 05 2011 15:30:15 GMT-0700 (MST)","Sat Nov 05 2011 15:00:00 GMT-0700 (MST),Sat Nov 05 2011 15:00:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,46.5,3.7316,42.838
HOT ALOHA time/depth series,SAMN05991721,22.7583,-158.027,"(22.7583,-158.027),(22.75,-158),(22.7583,-158.027)","25.8351,25,25","Mon Nov 28 2011 23:55:55 GMT-0700 (MST),Mon Nov 28 2011 23:55:55 GMT-0700 (MST)","Mon Nov 28 2011 22:36:00 GMT-0700 (MST),Mon Nov 28 2011 22:36:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,205.3,24.7834,2.877
HOT ALOHA time/depth series,SAMN05991722,22.7583,-158.027,"(22.7583,-158.027),(22.75,-158),(22.7583,-158.027)","75.5089,75,75","Mon Nov 28 2011 23:50:13 GMT-0700 (MST),Mon Nov 28 2011 23:50:13 GMT-0700 (MST)","Mon Nov 28 2011 22:36:00 GMT-0700 (MST),Mon Nov 28 2011 22:36:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,205.5,24.7907,1.898
HOT ALOHA time/depth series,SAMN05991723,22.7612,-158.009,"(22.7612,-158.009),(22.75,-158),(22.7612,-158.009)","125.171,125,125","Tue Nov 29 2011 23:19:05 GMT-0700 (MST),Tue Nov 29 2011 23:19:05 GMT-0700 (MST)","Tue Nov 29 2011 22:23:00 GMT-0700 (MST),Tue Nov 29 2011 22:23:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,204.2,22.3931,2.232
HOT ALOHA time/depth series,SAMN05991724,22.7612,-158.009,"(22.7612,-158.009),(22.75,-158),(22.7612,-158.009)","200.633,200,200","Tue Nov 29 2011 23:15:58 GMT-0700 (MST),Tue Nov 29 2011 23:15:58 GMT-0700 (MST)","Tue Nov 29 2011 22:23:00 GMT-0700 (MST),Tue Nov 29 2011 22:23:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,197.7,17.418,5.167
HOT ALOHA time/depth series,SAMN05991725,22.7505,-158.03,"(22.7505,-158.03),(22.75,-158),(22.7505,-158.03)","500.226,500,500","Tue Nov 29 2011 18:11:17 GMT-0700 (MST),Tue Nov 29 2011 18:11:17 GMT-0700 (MST)","Tue Nov 29 2011 17:14:00 GMT-0700 (MST),Tue Nov 29 2011 17:14:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,120.6,7.4006,29.002
HOT ALOHA time/depth series,SAMN05991726,22.7505,-158.03,"(22.7505,-158.03),(22.75,-158),(22.7505,-158.03)","769.687,770,770","Tue Nov 29 2011 18:03:27 GMT-0700 (MST),Tue Nov 29 2011 18:03:27 GMT-0700 (MST)","Tue Nov 29 2011 17:14:00 GMT-0700 (MST),Tue Nov 29 2011 17:14:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,26.9,4.5291,41.405
HOT ALOHA time/depth series,SAMN05991727,22.7505,-158.03,"(22.7505,-158.03),(22.75,-158),(22.7505,-158.03)","999.246,1000,1000","Tue Nov 29 2011 17:57:40 GMT-0700 (MST),Tue Nov 29 2011 17:57:40 GMT-0700 (MST)","Tue Nov 29 2011 17:14:00 GMT-0700 (MST),Tue Nov 29 2011 17:14:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,46.2,3.7463,42.713
HOT ALOHA time/depth series,SAMN05991728,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","25.8351,25,25","Mon Dec 19 2011 11:27:41 GMT-0700 (MST),Mon Dec 19 2011 11:27:41 GMT-0700 (MST)","Mon Dec 19 2011 10:45:00 GMT-0700 (MST),Mon Dec 19 2011 10:45:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,207.5,24.2087,1.515
HOT ALOHA time/depth series,SAMN05991729,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","75.5089,75,75","Mon Dec 19 2011 11:21:17 GMT-0700 (MST),Mon Dec 19 2011 11:21:17 GMT-0700 (MST)","Mon Dec 19 2011 10:45:00 GMT-0700 (MST),Mon Dec 19 2011 10:45:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,207.3,24.2059,1.352
HOT ALOHA time/depth series,SAMN05991730,22.7498,-158.001,"(22.7498,-158.001),(22.75,-158),(22.7498,-158.001)","125.171,125,125","Tue Dec 20 2011 20:49:19 GMT-0700 (MST),Tue Dec 20 2011 20:49:19 GMT-0700 (MST)","Tue Dec 20 2011 19:45:00 GMT-0700 (MST),Tue Dec 20 2011 19:45:00 GMT-0700 (MST)",,marine biome,marine wind mixed layer,sea water,202.6,21.7234,0.902
HOT ALOHA time/depth series,SAMN05991731,22.7498,-158.001,"(22.7498,-158.001),(22.75,-158),(22.7498,-158.001)","200.634,200,200","Tue Dec 20 2011 20:46:35 GMT-0700 (MST),Tue Dec 20 2011 20:46:35 GMT-0700 (MST)","Tue Dec 20 2011 19:45:00 GMT-0700 (MST),Tue Dec 20 2011 19:45:00 GMT-0700 (MST)",,marine biome,oceanic zone,sea water,194.9,18.3293,2.895
HOT ALOHA time/depth series,SAMN05991732,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","500.226,500,500","Tue Dec 20 2011 14:34:17 GMT-0700 (MST),Tue Dec 20 2011 14:34:17 GMT-0700 (MST)","Tue Dec 20 2011 13:44:00 GMT-0700 (MST),Tue Dec 20 2011 13:44:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,108.3,7.177,30.956
HOT ALOHA time/depth series,SAMN05991733,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","769.687,770,770","Tue Dec 20 2011 14:27:56 GMT-0700 (MST),Tue Dec 20 2011 14:27:56 GMT-0700 (MST)","Tue Dec 20 2011 13:44:00 GMT-0700 (MST),Tue Dec 20 2011 13:44:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,25.8,4.4962,42.795
HOT ALOHA time/depth series,SAMN05991734,22.75,-158,"(22.75,-158),(22.75,-158),(22.75,-158)","999.246,1000,1000","Tue Dec 20 2011 14:21:47 GMT-0700 (MST),Tue Dec 20 2011 14:21:47 GMT-0700 (MST)","Tue Dec 20 2011 13:44:00 GMT-0700 (MST),Tue Dec 20 2011 13:44:00 GMT-0700 (MST)",,marine biome,marine mesopelagic zone,sea water,43,3.8027,44.428
HOT ALOHA time/depth series,SAMN11874501,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","5.96224,5,","Sat Nov 22 2014 18:58:25 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,203.4,26.2083,4.124
HOT ALOHA time/depth series,SAMN11874502,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","25.8351,25,","Sat Nov 22 2014 18:56:35 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,203.3,26.2097,3.735
HOT ALOHA time/depth series,SAMN11874503,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","45.7061,45,","Sat Nov 22 2014 18:55:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,202.6,26.2099,3.654
HOT ALOHA time/depth series,SAMN11874504,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","75.5089,75,","Sat Nov 22 2014 18:53:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,202.4,26.2122,3.959
HOT ALOHA time/depth series,SAMN11874505,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","99.3481,100,","Sat Nov 22 2014 18:51:05 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,217.5,23.9405,2.897
HOT ALOHA time/depth series,SAMN11874506,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","125.171,125,","Sat Nov 22 2014 18:49:15 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,216.5,22.1075,4.019
HOT ALOHA time/depth series,SAMN11874507,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","150.99,150,","Sat Nov 22 2014 18:47:25 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,206.9,20.6543,3.253
HOT ALOHA time/depth series,SAMN11874508,22.7498,-158,"(22.7498,-158),(22.75,-158),(22.7498,-158)","174.82,175,","Sat Nov 22 2014 18:45:30 GMT-0700 (MST),","Sat Nov 22 2014 17:51:00 GMT-0700 (MST),Sat Nov 22 2014 17:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,198.4,19.6115,2.777
HOT ALOHA time/depth series,SAMN11874509,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","200.634,200,","Sun Nov 23 2014 00:55:19 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.8,17.4388,5.357
HOT ALOHA time/depth series,SAMN11874510,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","224.459,225,","Sun Nov 23 2014 00:53:44 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,197.6,16.1095,5.387
HOT ALOHA time/depth series,SAMN11874511,22.7237,-157.98,"(22.7237,-157.98),(22.75,-158),(22.7237,-157.98)","250.266,250,","Sun Nov 23 2014 00:52:04 GMT-0700 (MST),","Sat Nov 22 2014 23:53:00 GMT-0700 (MST),Sat Nov 22 2014 23:53:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.8,14.3847,7.484
HOT ALOHA time/depth series,SAMN11874512,22.7453,-158.007,"(22.7453,-158.007),(22.75,-158),(22.7453,-158.007)","500.226,500,","Sun Nov 23 2014 03:45:34 GMT-0700 (MST),","Sun Nov 23 2014 02:55:00 GMT-0700 (MST),Sun Nov 23 2014 02:55:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,108.4,7.18,29.736
HOT ALOHA time/depth series,SAMN11874513,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","5.96224,5,","Wed Dec 17 2014 03:14:43 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.6,24.6393,1.894
HOT ALOHA time/depth series,SAMN11874514,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","25.8351,25,","Wed Dec 17 2014 03:13:14 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.8,24.6479,1.204
HOT ALOHA time/depth series,SAMN11874515,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","45.7061,45,","Wed Dec 17 2014 03:11:49 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,209.1,24.6469,1.221
HOT ALOHA time/depth series,SAMN11874516,22.7495,-157.999,"(22.7495,-157.999),(22.75,-158),(22.7495,-157.999)","75.5089,75,","Wed Dec 17 2014 03:09:59 GMT-0700 (MST),","Wed Dec 17 2014 01:23:00 GMT-0700 (MST),Wed Dec 17 2014 01:23:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,208.2,24.6283,1.709
HOT ALOHA time/depth series,SAMN11874517,22.7518,-158.021,"(22.7518,-158.021),(22.75,-158),(22.7518,-158.021)","500.226,500,","Wed Dec 17 2014 12:50:23 GMT-0700 (MST),","Wed Dec 17 2014 12:00:00 GMT-0700 (MST),Wed Dec 17 2014 12:00:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,109.6,7.1369,30.416
HOT ALOHA time/depth series,SAMN11874518,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","99.3481,100,","Wed Dec 17 2014 19:01:39 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.9,23.047,5.036
HOT ALOHA time/depth series,SAMN11874519,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","125.171,125,","Wed Dec 17 2014 18:56:14 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,205.2,22.2128,4.55
HOT ALOHA time/depth series,SAMN11874520,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","150.99,150,","Wed Dec 17 2014 18:52:04 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,198.4,20.8427,4.845
HOT ALOHA time/depth series,SAMN11874521,22.7493,-158,"(22.7493,-158),(22.75,-158),(22.7493,-158)","174.82,175,","Wed Dec 17 2014 18:49:50 GMT-0700 (MST),","Wed Dec 17 2014 17:54:00 GMT-0700 (MST),Wed Dec 17 2014 17:54:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,196.1,19.7079,5.908
HOT ALOHA time/depth series,SAMN11874522,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","200.633,200,","Thu Dec 18 2014 00:53:14 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,195.7,19.8598,5.042
HOT ALOHA time/depth series,SAMN11874523,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","224.457,225,","Thu Dec 18 2014 00:51:34 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,195.4,19.0022,5.015
HOT ALOHA time/depth series,SAMN11874524,22.8053,-158.046,"(22.8053,-158.046),(22.75,-158),(22.8053,-158.046)","250.264,250,","Thu Dec 18 2014 00:49:58 GMT-0700 (MST),","Wed Dec 17 2014 23:51:00 GMT-0700 (MST),Wed Dec 17 2014 23:51:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,193.8,17.5204,5.845
HOT ALOHA time/depth series,SAMN11874525,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","5.96223,5,","Wed Feb 25 2015 02:11:21 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,210.1,24.211,2.821
HOT ALOHA time/depth series,SAMN11874526,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","25.8351,25,","Wed Feb 25 2015 02:09:31 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,212.2,23.7041,3.828
HOT ALOHA time/depth series,SAMN11874527,22.7715,-157.986,"(22.7715,-157.986),(22.75,-158),(22.7715,-157.986)","45.706,45,","Wed Feb 25 2015 02:07:06 GMT-0700 (MST),","Wed Feb 25 2015 01:03:00 GMT-0700 (MST),Wed Feb 25 2015 01:03:00 GMT-0700 (MST)",,marine biome,marine photic zone,sea water,213.3,22.9246,2.984
